title,uuid,tags,links,last_mod_dt,word_count
Convert A Date Str Within A Data Frame,['202110092040'],"['#python', '#string']","['[[202110092040]]', '[[202202100720]]']",Wed Dec 27 19:58:07 2023,70
Titling Video Script,['202105051648'],['#video'],"['[[202105051648]]', '[[202206012116]]', '[[202106271526]]', '[[202002011055]]']",Tue Feb 14 08:17:32 2023,387
Not up to me,['201901031437'],['#stoicism'],"['[[201901031437]]', '[[201912140845]]', '[[202009070839]]', '[[201901021303]]']",Fri Feb 03 09:09:30 2023,153
BO-Practice giving and receiving on the breath,['201903060456'],['#slogans'],"['[[201903090508]]', '[[201903080539]]', '[[201904270500]]', '[[201903230512]]', '[[201903250613]]', '[[201903060456]]']",Fri Feb 03 09:09:29 2023,795
Wildfire smoke as a potential infectious agent,['202309171153'],"['#GEOL454', '#ZK_ChatGPT']","['[[202309171153]]', '[[202309131023]]']",Wed Dec 27 19:58:07 2023,1153
Late causes early effects,['201904041110'],"['#quantum-time', '#zen,', '#uji']","['[[202310272004]]', '[[201904051647]]', '[[201905300840]]', '[[202301110813]]', '[[201904041110]]']",Wed Dec 27 20:17:21 2023,214
What makes a good poem,['202312090855'],"['#poetry', '#writing']","['[[202312090855]]', '[[202312090905]]', '[[202303131513]]', '[[202111181949]]', '[[202309222005]]', '[[202309121955]]']",Wed Dec 27 19:58:07 2023,205
"T-April 29, 2021",['202104290557'],['#mule'],"['[[202104290557]]', '[[202104301652]]']",Fri Feb 03 09:09:30 2023,99
A-Personal Writing Knowledge,['202001230805'],"['#writing', '#skill', '#edit', '#article']","['[[202103131751]]', '[[202012261937]]', '[[202001230805]]', '[[202001221210]]', '[[202002081650]]', '[[202002100737]]', '[[202008300702]]']",Fri Feb 03 09:09:29 2023,221
"Things are hopeless, make them otherwise",['202212082132'],"['#reading-strategies', '#conversation-skills']","['[[202212082132]]', '[[202212150806]]', '[[201905050739]]', '[[202002010739]]', '[[201903250613]]', '[[202309061742]]']",Thu Sep 07 05:39:45 2023,161
B-Blind Spot,['202405081735'],"['#book', '#YAL_research', '#vision', '#fiction', '#blindness']",['[[202405081735]]'],Fri May 17 08:25:35 2024,1302
Representationalism and Enactivism,['202309011949'],"['#ZK_ChatGPT', '#predictive_processing', '#bayesian', '#psychology', '#definition', '#definition']","['[[202309011949]]', '[[202309011733]]', '[[202308110718]]', '[[202306232125]]', '[[202305250814]]']",Sat Sep 02 08:32:10 2023,645
"C-ENGL473 April 13, 2021",['202104120840'],['#ENGL473'],"['[[202104120840]]', '[[202012212010]]', '[[202104082112]]']",Fri Feb 03 09:09:29 2023,32
McCrea Place,['202204161532'],['#Tipton'],"['[[202204161532]]', '[[202204061530]]']",Wed Dec 27 19:58:07 2023,43
Creating Reading Summaries,['202205101937'],"['#reading-strategies', '#note-taking']","['[[202205101937]]', '[[202203100828]]', '[[201901211034]]', '[[202007050655]]']",Wed Dec 27 20:17:21 2023,229
ZK Proximity Search,"['202203192030', '202011071727', '202007201751']",['#python'],"['[[202203192030]]', '[[202011071727]]', '[[202007201751]]', '[[202212122027]]', '[[202206012116]]']",Sun Apr 16 09:03:20 2023,337
Ways into writing,['201911220836'],"['#writing', '#skill']","['[[201811101953]]', '[[201811111618]]', '[[202012281423]]', '[[201911201047]]', '[[201911120646]]', '[[202011221748]]', '[[201911220836]]']",Fri Feb 03 09:09:30 2023,73
"C-ENGL473 February 4, 2021",['202102021631'],['#ENGL473'],"['[[202102021631]]', '[[202012212010]]', '[[202101140557]]', '[[202101281953]]', '[[202009010733]]', '[[202207281740]]', '[[202304291218]]', '[[202101081953]]', '[[202102012019]]', '[[202102041621]]', '[[202009140752]]']",Wed Dec 27 20:56:54 2023,625
Illusion of explanatory depth,['201910091640'],"['#thinking-skills.', '#definition']","['[[202107141541]]', '[[201911121807]]', '[[201910091640]]']",Fri Feb 03 09:09:29 2023,57
Thinking About the Probability of Events,['202212282102'],['#mental-models'],"['[[202212282102]]', '[[201812311732]]', '[[201910291924]]', '[[202208091650]]', '[[202212292052]]', '[[202212292053]]', '[[202006032035]]', '[[202210121705]]']",Wed Dec 27 19:58:07 2023,386
H-Woodworking Project,['202403290603'],"['#hub', '#woodworking', '#craftsmanship']","['[[202403290603]]', '[[202403292021]]', '[[202404282059]]', '[[201903041004]]', '[[202008120651]]', '[[202309060844]]', '[[202107181326]]', '[[201902141904]]', '[[202403290553]]', '[[202208132032]]', '[[202403100814]]', '[[202303181131]]', '[[202404180453]]']",Wed May 08 06:07:59 2024,315
Don't serve them tea,['201904041327'],"['#zen,', '#quote']","['[[201904150946]]', '[[201904041327]]']",Fri Feb 03 09:09:29 2023,46
B-The Image Of The City,['202106082050'],"['#book', '#definition', '#definition', '#definition', '#paraphrase']","['[[202106082050]]', '[[202104020841]]', '[[202106070916]]', '[[202209101959]]', '[[202106121943]]', '[[202106140552]]', '[[202104020841]]', '[[202103022007]]', '[[202305221607]]', '[[202104020841]]', '[[202210142037]]', '[[201905231402]]', '[[202007050819]]', '[[202106121941]]', '[[202106121928]]', '[[202106121922]]', '[[202106121920]]', '[[202106121931]]']",Wed Dec 27 19:58:07 2023,575
Goldilocks Zone,['202008140728'],"['#blogging', '#ENGL316']","['[[202008140728]]', '[[202105241531]]', '[[202008130926]]', '[[202008131153]]', '[[202005051541]]', '[[202008281755]]']",Mon Aug 14 07:36:01 2023,132
F-strings formatting power,['202204081738'],"['#coding', '#python']","['[[202204081738]]', '[[202208010842]]', '[[202211272024]]', '[[202202230855]]', '[[202211272024]]', '[[202208040849]]']",Wed Dec 27 19:58:07 2023,353
B-In The Vineyard Of The Text,['202308160624'],"['#book', '#history', '#writing-spark']","['[[202308160624]]', '[[202308180551]]', '[[202308281739]]', '[[202309101938]]']",Wed Dec 27 20:17:21 2023,1714
Weekly Deep Think Retreat Cycle,['202404210435'],['#mule'],['[[202404210435]]'],Tue May 07 04:23:01 2024,1384
Demanding Writing in the Age of AI,['202311300758'],['#writing-tip'],"['[[202311300758]]', '[[202306101751]]', '[[202305161728]]']",Sun Dec 10 17:17:45 2023,383
Never the same,['201912171057'],['#haiku'],"['[[201912171057]]', '[[202001091700]]', '[[202208200754]]']",Wed Dec 27 20:17:21 2023,184
"C-EDCI445 April 22, 2024",['202404191902'],"['#class-notes', '#literature', '#EDCI445']","['[[202404191902]]', '[[202211171832]]', '[[202312070644]]', '[[202312182136]]', '[[202402121753]]', '[[202404141646]]', '[[202404141646]]']",Mon Apr 22 19:29:52 2024,244
Weekly Deep Think Retreat Cycle,['202312171945'],['#mule'],"['[[202312171945]]', '[[202312261728]]', '[[202312270523]]', '[[202312210706]]']",Wed Dec 27 05:26:02 2023,1128
Print data on same line,['202208010848'],"['#code-snippet', '#python', '#python]]']","['[[202208010848]]', '[[202208010845]]']",Wed Dec 27 19:58:07 2023,65
The Science of Focus,['202202011105'],"['#attention', '#habit']","['[[202202011105]]', '[[201901282030]]', '[[202107070941]]', '[[201903290503]]', '[[202202012056]]']",Wed Dec 27 19:58:07 2023,133
B-Diary: How To Improve The World,['202307142021'],['#book'],['[[202307142021]]'],Mon Aug 14 10:40:07 2023,96
Preaching,['201907180824'],['#zen'],"['[[201907180824]]', '[[201905061651]]']",Mon Jul 17 20:20:00 2023,250
What is Death?,['202105010531'],['#mindfulness'],"['[[202105010531]]', '[[202012231625]]', '[[202310210521]]']",Sun Oct 22 19:30:38 2023,100
Course Schedule,['202001161046'],['#ENGL393'],"['[[202001161046]]', '[[202001161029]]']",Wed Dec 27 20:21:19 2023,443
Return on Attention,['201901281947'],"['#zettelkasting', '#attention']","['[[201901281947]]', '[[201901261938]]', '[[201901261654]]', '[[201901281916]]', '[[201901261658]]', '[[201811151027]]', '[[201902010817]]', '[[201902041012]]', '[[201906281431]]', '[[202008300702]]', '[[202101260748]]', '[[202301241904]]']",Fri Feb 03 09:09:30 2023,237
B-Travel Writing,['202208211504'],"['#book', '#ENGL463', '#literature']","['[[202208211504]]', '[[202210270849]]', '[[202210061946]]', '[[202208232031]]']",Wed Dec 27 20:17:21 2023,6099
Expressing Silence,['202001170740'],['#blog-post'],"['[[202004041514]]', '[[202001170740]]', '[[202001131337]]', '[[202001011457]]', '[[201904241405]]']",Fri Feb 03 09:09:29 2023,152
Syndyasticon Zōon,['202207140715'],"['#business-of-life', '#definition', '#sexual']","['[[202207140715]]', '[[201906040704]]']",Wed Dec 27 19:58:07 2023,91
Bayesian Prediction,['202309020834'],"['#bayesian', '#psychology']","['[[202309020834]]', '[[202309011740]]', '[[202309011733]]', '[[201911190625]]', '[[202309011733]]', '[[202312110816]]', '[[202208091650]]']",Wed Dec 27 19:58:07 2023,449
BO-Remedy obstacles with one intention,['201904080510'],['#slogans'],"['[[201903100511]]', '[[201904070610]]', '[[201903200647]]', '[[201903220513]]', '[[201904090608]]', '[[201902280602]]', '[[201904080510]]']",Wed Dec 27 20:17:21 2023,589
» It's Important To Tend To Your Mind,['202012220708'],['#dzogchen'],"['[[202012220708]]', '[[202011202109]]']",Wed Dec 27 19:58:07 2023,109
The Dark Side of Flow,['202207130855'],"['#flow', '#153:']","['[[202207130855]]', '[[202206210733]]', '[[202106301921]]', '[[202207211151]]', '[[201903290503]]']",Wed Dec 27 19:58:07 2023,148
Should AI be a Proprietary Secret?,['202307130623'],"['#AI', '#economics']","['[[202307130623]]', '[[202302261714]]']",Sun Jul 23 13:26:38 2023,208
Health Impacts of Wildland Fire Episodes,['202309082101'],"['#GEOL454', '#solitude]]']","['[[202309082101]]', '[[202309112000]]', '[[202309082050]]']",Wed Dec 27 19:58:07 2023,261
How to improve thinking skills,['202404040625'],"['#thinking', '#skill', '#Comment_20082)']","['[[202404040625]]', '[[202305170618]]', '[[201910211727]]', '[[202203031429]]', '[[202309011733]]']",Sat May 25 05:37:31 2024,586
S-Haiku Center,['202007011434'],"['#sub-hub', '#haiku,', '#my-haiku,', '#haiku-notes']","['[[202007011434]]', '[[201911261429]]', '[[202001050832]]', '[[201911201047]]', '[[202002241046]]', '[[201911120646]]', '[[202008211723]]', '[[202001011457]]', '[[202006051914]]', '[[201911191000]]', '[[202112231458]]', '[[202207302024]]', '[[202006011803]]', '[[201911201043]]', '[[202002241046]]', '[[201911201047]]', '[[202001050832]]', '[[201911201422]]', '[[202307100926]]', '[[202002211140]]', '[[202002211200]]', '[[201912171140]]', '[[201912171134]]', '[[201911110917]]', '[[202001011414]]', '[[202003210746]]', '[[202004080757]]', '[[201912240917]]', '[[201911110856]]', '[[201911191005]]', '[[201912201544]]', '[[202102170551]]', '[[202008021133]]', '[[202008021112]]', '[[202007280926]]', '[[202006011803]]', '[[202006011802]]', '[[201903101304]]', '[[202005122020]]', '[[202004270559]]', '[[202004080600]]', '[[202004041514]]', '[[202003191624]]', '[[202003050521]]', '[[202001011100]]', '[[202003030535]]', '[[201912161141]]', '[[201912140523]]', '[[201912031041]]', '[[201911101525]]']",Mon Jul 10 13:40:17 2023,378
Time Slicing or Blocking,['202404070503'],"['#attention', '#procrastination']","['[[202404070503]]', '[[202403241948]]']",Sat Jun 15 16:23:07 2024,529
Tyranny of Tiny Tasks,['202308200752'],"['#economics', '#sociology']","['[[202308200752]]', '[[202305121814]]', '[[202305280738]]', '[[202305122050]]', '[[202305121814]]']",Wed Dec 27 19:58:07 2023,339
Die Before You Die,['202007202046'],"['#quote', '#beautiful-language']","['[[202007202046]]', '[[202007202045]]']",Wed Dec 27 20:17:21 2023,59
Deep Think Retreat,['202208071047'],['#mule'],"['[[202208071047]]', '[[202106292003]]']",Fri Feb 03 09:09:29 2023,574
Solvitur Ambulando,['202106080754'],['#definition'],"['[[202106080754]]', '[[202104230922]]']",Fri Feb 03 09:09:30 2023,25
"Mississippi: A Poem, in Days",['202210142037'],"['#covid', '#ENGL463']","['[[202210142037]]', '[[202007311333]]', '[[202210131924]]', '[[202207081949]]']",Wed Dec 27 19:58:07 2023,545
"T-February 9, 2021",['202102090655'],"['#mule', '#1299955', '#done']","['[[202102090655]]', '[[202012281549]]', '[[202012132034]]', '[[201911261440]]', '[[202003262054]]', '[[202012281549]]']",Wed Dec 27 20:56:54 2023,185
B-The Intellectual Life,['202402140719'],"['#book', '#temporal-intelligence', '#personal_development', '#mental-models', '#metaphor', '#Comment_19945']","['[[202402140719]]', '[[201901151724]]', '[[202405090506]]']",Tue Jun 25 06:27:37 2024,3732
B-Nonviolent Communication,['201903081555'],"['#mindfulness,', '#book']","['[[202106190502]]', '[[202305272001]]', '[[202107081109]]', '[[201903081555]]']",Sat May 27 20:09:57 2023,157
Cooking tools as inalienable possessions,['202212192134'],"['#cooking', '#food', '#writing-spark', '#definition']","['[[202212192134]]', '[[202212131520]]', '[[202105131452]]', '[[202001011457]]', '[[202212102008]]', '[[202305141823]]']",Tue May 16 17:44:34 2023,353
Managing Misfolded Protein Cells,['202306191819'],"['#PD', '#science', '#medical', '#definition']","['[[202306191819]]', '[[201901041216]]', '[[202207071958]]']",Sun Apr 21 08:02:35 2024,267
Thinking On Paper,['202107130603'],"['#thinking-skills', '#note-taking']","['[[202107130603]]', '[[202007121919]]', '[[201812270810]]', '[[202203221459]]']",Fri Feb 03 09:09:30 2023,274
Memoing,['202301041337'],"['#zettelkasting', '#note-taking', '#proofing']","['[[202301041337]]', '[[202301031745]]', '[[202007061114]]', '[[202406180710]]', '[[202105121729]]', '[[202112181559]]', '[[202110110727]]']",Tue Jun 25 08:30:51 2024,327
How Is The ZK Quagmire Embraced,['202101080715'],['#zettelkasting'],"['[[202101080715]]', '[[201901081149]]', '[[201901081224]]']",Wed Dec 27 20:56:54 2023,165
Do your own thing?,['202310051657'],"['#music', '#creativity', '#Austin_Kleon', '#ZK_ChatGPT']","['[[202310051657]]', '[[202211091019]]', '[[202307030751]]']",Mon Jan 22 06:07:08 2024,360
Our Readers Aren’t Mind Readers,['202009090743'],"['#writing', '#edit', '#skill']","['[[202009090743]]', '[[201901180826]]', '[[201904110613]]', '[[201908170822]]', '[[201910311657]]', '[[202009111953]]', '[[202009111947]]']",Wed Dec 27 20:17:21 2023,289
Mindset Of A Curator,['202007020746'],[],"['[[202007020746]]', '[[202003211428]]', '[[202003210936]]']",Fri Feb 03 09:09:30 2023,77
H-Thinking Skills,['201812271440'],"['#hub', '#thinking-skills', '#thinking-skills', '#mental-models', '#mental-models]]']","['[[201812271440]]', '[[202305190931]]', '[[202105221453]]', '[[202106271526]]', '[[202002010738]]', '[[202205080742]]', '[[202111260902]]', '[[202210121705]]', '[[202203031429]]', '[[202203171941]]', '[[202103111235]]', '[[202106141700]]', '[[202008291656]]', '[[202207030716]]', '[[202106271526]]', '[[202402190733]]', '[[202403171602]]', '[[202404040625]]', '[[202402101545]]', '[[202307070816]]', '[[202204292117]]', '[[202210101747]]', '[[202108020753]]', '[[202108020751]]', '[[202112270819]]', '[[202208191951]]', '[[202208190944]]', '[[202210240844]]', '[[202301011508]]', '[[202406220431]]', '[[202406231127]]', '[[202403201942]]', '[[202312240841]]', '[[202311281124]]', '[[202311011103]]', '[[202307061039]]', '[[202312140802]]', '[[202305250814]]', '[[202305211220]]', '[[202304080834]]', '[[202303042024]]', '[[202303050858]]', '[[202303042018]]', '[[202303231020]]', '[[202212160956]]', '[[202210041927]]', '[[202211062035]]', '[[202310272028]]', '[[202210101747]]', '[[202208091658]]', '[[202107150912]]', '[[202107061120]]', '[[202106271726]]', '[[202007050813]]', '[[202007050819]]', '[[202304231957]]', '[[202009020540]]', '[[202009302041]]', '[[201905281741]]', '[[202401271852]]', '[[201907131229]]', '[[202102151620]]', '[[202102210733]]', '[[202103081641]]', '[[202103111235]]', '[[202103280757]]', '[[202104121938]]', '[[202105212018]]', '[[202105212054]]', '[[202204261402]]', '[[202204231651]]', '[[202106080825]]', '[[202106271400]]', '[[202303252043]]', '[[202107030931]]', '[[202110191720]]', '[[202205080742]]', '[[202206181532]]', '[[202311230909]]', '[[202310210521]]', '[[202312140802]]', '[[202007051541]]', '[[202208051537]]', '[[202309011949]]', '[[202309020837]]', '[[202003040722]]', '[[202105212009]]']",Tue Jun 25 05:17:51 2024,1369
A-Hierarchies vs networks,['201901231834'],"['#article', '#zettelkasting']","['[[201901231834]]', '[[202308211953]]', '[[202011071426]]', '[[201901231854]]']",Sun Oct 29 09:23:53 2023,320
Think for your self,['201901040623'],['#stoicism'],"['[[201901040623]]', '[[201901021303]]', '[[202107081109]]', '[[201904190458]]']",Fri Feb 03 09:09:30 2023,167
Second-Order Thinking,['202212282101'],"['#mental-models', '#beautiful-language']","['[[202212282101]]', '[[202307301122]]', '[[202307100535]]', '[[202005111628]]', '[[202207130857]]', '[[202006040649]]', '[[201812311655]]', '[[202210121705]]']",Wed Dec 27 19:58:07 2023,194
Writing An Issue Followed By Examples,['202112260956'],['#writing'],"['[[202112260956]]', '[[202112251328]]', '[[202112250941]]', '[[202105130803]]']",Fri Feb 03 09:09:30 2023,187
S-Books Read With A Theme Of Solitude,['202011291123'],"['#solitude', '#sub-hub']","['[[202011291123]]', '[[201812231926]]', '[[202004211222]]', '[[202006090827]]', '[[201912281102]]', '[[202005281724]]', '[[201904241405]]', '[[202011271219]]', '[[202101140557]]', '[[202111141907]]', '[[202209242025]]', '[[202401290839]]']",Tue Jan 30 06:48:54 2024,133
Help with methods and attributes,['202208021228'],"['#python', '#code-snippet']","['[[202208021228]]', '[[202302011933]]', '[[202110091734]]']",Fri Feb 03 09:09:29 2023,68
The Hupomnemata Writer,['201812270810'],"['#zettelkasting,', '#writing', '#skill']","['[[201812270810]]', '[[201812261952]]', '[[202107130603]]', '[[202012151744]]']",Fri Feb 03 09:09:30 2023,68
Short Knowledge Cycle,['202401271852'],"['#zettelkasting', '#knowledge']","['[[202401271852]]', '[[201905281741]]', '[[202402150913]]', '[[202402150913]]']",Fri Feb 16 21:01:45 2024,494
Sustain a state of mind,['201907142038'],[],"['[[201903160423]]', '[[201903190550]]', '[[201907142038]]']",Thu Jul 13 20:12:18 2023,70
Dunbar's Number,['202009220737'],"['#definition', '#mental-models', '#mind-science']","['[[202009220737]]', '[[202008191345]]', '[[202009220727]]', '[[202106301549]]', '[[201811281950]]', '[[202009220718]]', '[[202009220751]]']",Wed Dec 27 20:17:21 2023,273
,['202202152058'],"['#JAMM328', '#science']","['[[202202152058]]', '[[202202140804]]', '[[202005241715]]']",Wed Dec 27 19:58:07 2023,105
Open multiple instances of app,['201903241950'],['#coding'],"['[[202208040749]]', '[[202108181050]]', '[[201903241950]]']",Thu Apr 13 07:33:04 2023,42
Bayesian Psychology,['202309011740'],"['#bayesian', '#psychology', '#ZK_ChatGPT']","['[[202309011740]]', '[[202309011733]]', '[[201812311732]]', '[[202309020834]]', '[[202309011733]]', '[[202210121715]]']",Sun Dec 10 17:24:24 2023,503
Blue Jet Lightning,['202101250659'],['#science'],"['[[202101250659]]', '[[202101250659]]']",Wed Dec 27 20:56:54 2023,163
Our Total Inheritance,['202001101539'],[],"['[[202001101539]]', '[[202001082035]]']",Fri Feb 03 09:09:30 2023,69
Shaping my writing environment,['202202060916'],"['#constancy', '#writing', '#procrastination', '#skill']","['[[202202060916]]', '[[202202060732]]', '[[202107111250]]', '[[202103111235]]', '[[202103141638]]', '[[202201142112]]', '[[202201061751]]', '[[202112221417]]', '[[202012070703]]', '[[202111071350]]', '[[202011152024]]', '[[202011021405]]', '[[202107230610]]', '[[202201011633]]', '[[202212101433]]']",Fri Feb 03 09:09:30 2023,396
A-What Is Essential And New In Reading,['202005190708'],['#article'],"['[[202005190708]]', '[[201812171121]]', '[[202006281422]]']",Fri Feb 03 09:09:29 2023,127
Contemporary Economy Enslaves Us,['202302261714'],"['#article', '#economics', '#beautiful-language']","['[[202302261714]]', '[[202206170817]]', '[[202305271716]]', '[[202001101656]]', '[[202107232033]]', '[[202306272051]]', '[[202307081427]]', '[[202307130623]]']",Wed Dec 27 19:58:07 2023,721
p-hacking,['202109220728'],"['#mental-models', '#stats']","['[[202109220728]]', '[[202109220828]]', '[[202109220749]]', '[[202109220750]]']",Thu Dec 14 08:53:21 2023,78
JAMM328 Profile Second Sources,['202202211025'],"['#JAMM328', '#marked2']","['[[202202211025]]', '[[202202211004]]']",Tue Apr 25 06:19:24 2023,183
» Starting Over,['202101120555'],['#dzogchen'],"['[[202101120555]]', '[[202011202109]]', '[[202302221525]]', '[[202007201813]]', '[[202105040801]]']",Wed Dec 27 20:56:54 2023,251
Closeness of Night,['202005122020'],['#my-haiku'],"['[[202005122020]]', '[[202012170739]]', '[[202003190906]]', '[[202005051541]]']",Thu Mar 09 08:36:12 2023,74
B-Designing creative workflows,['201901281916'],"['#book', '#writing', '#zettelkasting']","['[[201901281916]]', '[[201901281919]]', '[[201901281930]]', '[[201901281934]]', '[[201901281947]]', '[[201901282000]]', '[[202103111235]]']",Fri Feb 03 09:09:29 2023,40
Idea Netflix,['202103221526'],['#thinking-skills'],"['[[202103221526]]', '[[202103221512]]', '[[202109200657]]', '[[202211140837]]']",Wed Dec 27 19:58:07 2023,131
Bias And Noise,['202105172058'],['#mental-models'],"['[[202105172058]]', '[[202001091639]]']",Fri Feb 03 09:09:29 2023,105
The power of atomization,['202008271702'],"['#zettelkasting', '#blog-post']","['[[202008271702]]', '[[202308091708]]', '[[202008130720]]', '[[201908131521]]', '[[202105130822]]', '[[202011071426]]', '[[202008220529]]', '[[202008300702]]', '[[202009042049]]', '[[202009100558]]']",Wed Dec 27 20:17:21 2023,273
Dillard's comma-separated sentences,['202001231747'],"['#writing_exercise', '#skill']","['[[202305232054]]', '[[202303120831]]', '[[202001231747]]']",Wed May 24 07:33:12 2023,108
Understanding Uncertainty,['202312110816'],"['#bayesian', '#psychology']","['[[202312110816]]', '[[202112071702]]', '[[202309020834]]']",Wed Dec 27 19:58:07 2023,172
The Power Of Regret,['202009070839'],"['#dzogchen', '#philosophy', '#zen']","['[[202009070839]]', '[[201903100511]]', '[[202007261527]]', '[[201903280628]]', '[[201903100511]]', '[[202002120928]]', '[[201907280725]]', '[[201901031437]]', '[[201904130501]]', '[[201903110656]]', '[[201902130607]]', '[[201903090508]]', '[[201902280602]]', '[[202005030743]]', '[[201901301837]]', '[[202011030937]]', '[[201909130855]]', '[[202009061358]]', '[[202010270733]]']",Wed Dec 27 20:17:21 2023,562
Discern The Meaning Already There,['202009071402'],['#craftsmanship'],"['[[202009071402]]', '[[201901151724]]', '[[202009020611]]', '[[202009071351]]', '[[202104111453]]']",Wed Dec 27 20:17:21 2023,112
Limits to housing quantity,['202206020942'],"['#architecture', '#economics', '#counter_intuitive']","['[[202206020942]]', '[[202206020915]]']",Wed Dec 27 19:58:07 2023,113
C-GEOL454 Tropospheric Chemistry,['202310182047'],"['#class-notes', '#environmental', '#GEOL454']","['[[202310182047]]', '[[202211171832]]', '[[202308152012]]', '[[202310182041]]', '[[202310182042]]', '[[202310182045]]']",Wed Dec 27 19:58:07 2023,51
Scott Slovic,['202102170655'],['#human'],"['[[202102170655]]', '[[202001161029]]', '[[202012212010]]', '[[202103082053]]', '[[202111101345]]', '[[201911220842]]', '[[202110141756]]', '[[201912281102]]', '[[202106230626]]', '[[202105121536]]']",Wed Dec 27 20:56:54 2023,142
Introduction To Sometimes A Great Notion,['202101151025'],['#ENGL473'],"['[[202101151025]]', '[[202104111453]]', '[[202103281728]]', '[[202103150634]]', '[[202101150757]]']",Wed Dec 27 20:56:54 2023,2759
Favor The Immediate And Short Term,['202001091715'],[],"['[[202001091715]]', '[[202001082035]]', '[[202001101656]]', '[[202001102044]]']",Wed Dec 27 19:58:07 2023,105
Argumentative Theory of Reasoning,['202203240837'],"['#mental-models', '#mind-science', '#cognition', '#pedagogy', '#definition']","['[[202203240837]]', '[[202001102044]]', '[[202102151545]]']",Wed Dec 27 20:17:21 2023,168
A-Stoic Mindset Shifts,['202309231937'],['#stoicism'],"['[[202309231937]]', '[[202312100735]]', '[[202309171112]]']",Wed Dec 20 09:15:13 2023,694
B-Sentences from Seneca,['202312151706'],"['#book', '#stoicism', '#history']","['[[202312151706]]', '[[202310171757]]']",Wed Dec 27 20:17:21 2023,548
f String Column Formatting,['202208010903'],"['#code-snippet', '#python']","['[[202208010903]]', '[[202202230855]]', '[[202204081738]]', '[[202211272024]]', '[[202208040849]]']",Wed Dec 27 19:58:07 2023,82
Present Moment Awareness Already Is,['202105100555'],['#dzogchen'],"['[[202105100555]]', '[[202105091639]]', '[[202010200553]]', '[[202209152058]]']",Wed Dec 27 19:58:07 2023,90
Regex Back Reference,['202306181131'],"['#coding', '#regex']","['[[202306181131]]', '[[202304142054]]']",Sun Jun 18 14:32:59 2023,294
Master the Morning Before Bed,['202402031734'],"['#article', '#habit', '#strategic-planning']","['[[202402031734]]', '[[202005030743]]', '[[202008171612]]', '[[202311260651]]']",Thu Feb 08 20:24:16 2024,508
A-The End of History,"['202211041603', '202001021656']","['#article', '#philosophy', '#history', '#Comment_16810)']","['[[202211041603]]', '[[202312021926]]', '[[202001021656]]', '[[202301090846]]', '[[201902171938]]', '[[201901282030]]', '[[202001120724]]', '[[202207231714]]', '[[202001021656]]', '[[202306251532]]', '[[202212080857]]', '[[201905210818]]']",Sun Feb 04 07:34:05 2024,2383
The Ruth-Aaron Pair of Consecutive Whole Numbers,['202402242055'],['#math'],['[[202402242055]]'],Tue Mar 05 19:27:50 2024,266
Varied Number of Positional Arguments,['202202280706'],"['#coding', '#python']","['[[202202280706]]', '[[202306020801]]', '[[202301020958]]']",Fri Jun 02 08:11:21 2023,223
Writing Skills Face Off,['202403130807'],"['#writing', '#personal_development', '#beautiful-language']","['[[202403130807]]', '[[202105272008]]', '[[202108311609]]']",Sat Mar 23 15:57:01 2024,377
Cultivating My Thinking Environment,['202312270523'],[],"['[[202312270523]]', '[[202102210733]]', '[[201903011645]]', '[[202312171945]]']",Thu Dec 28 08:06:49 2023,146
Moral Footprint,['202104132233'],['#ENGL473'],"['[[202104132233]]', '[[201902191200]]', '[[202104101054]]']",Fri Feb 03 09:09:30 2023,77
JavaScript Tutor,['202302191127'],"['#skill', '#coding', '#AI']","['[[202302191127]]', '[[202212101442]]', '[[202211210805]]']",Sun Dec 10 17:37:30 2023,146
Raymond Carver's Late Discovery Of Nature,['202101311639'],"['#poetry', '#beautiful-language', '#beautiful-language']","['[[202101311639]]', '[[202101300601]]', '[[202101311646]]', '[[202101311736]]']",Wed Dec 27 20:56:54 2023,420
Conjunction Fallacy,['201910281740'],[],"['[[201910281740]]', '[[202111142119]]']",Mon Apr 24 07:38:24 2023,151
Getting News From Poems,['202107091046'],['#poetry'],"['[[202107091046]]', '[[202009160654]]']",Wed Dec 27 20:30:20 2023,47
Brain Damage,['202309181654'],"['#writing', '#medical', '#beautiful-language', '#epigraph']","['[[202309181654]]', '[[202304092037]]', '[[202303131644]]']",Wed Dec 27 05:32:20 2023,265
Happy 9th Anniversary to,['202211010547'],"['#zettelkasting', '#Zettelkasten', '#latest)']","['[[202211010547]]', '[[202102180951]]', '[[201902010000]]']",Wed Dec 27 19:58:07 2023,93
The Snow Man,['202001270859'],[],"['[[202001270859]]', '[[201907142051]]', '[[201908150728]]', '[[201906251617]]', '[[201907041559]]', '[[201906241744]]']",Sun Apr 23 08:04:53 2023,178
"C-JAMM328 January 25, 2022",['202201241731'],"['#JAMM328', '#classnotes']","['[[202201241731]]', '[[202305190720]]', '[[202305190720]]', '[[202201251702]]']",Fri May 19 07:29:39 2023,141
Inspiration for Specific Writing Themes,['202303191129'],"['#spark', '#spoon', '#writing-tip', '#AI']","['[[202303191129]]', '[[202303181233]]']",Mon May 01 18:11:01 2023,379
Deep Thinking,['202206300726'],"['#mule', '#Comment_16050']","['[[202206300726]]', '[[202206231638]]', '[[202006300807]]']",Fri Feb 03 09:09:29 2023,625
