title,uuid,tags,links,last_mod_dt,word_count
On Anticipating Adventure Travel,['202207080744'],"['#life-of-mind', '#travel', '#ENGL463', '#philosophy']","['[[202207080744]]', '[[202207080752]]', '[[202006110832]]', '[[202306081934]]']",Wed Dec 27 20:17:21 2023,448
True perception,['201907041553'],[],"['[[202010270807]]', '[[201907041553]]']",Fri Feb 03 09:09:30 2023,119
A-The Value of Grey Thinking,['202208091658'],"['#article', '#quantitative-thinking']","['[[202208091658]]', '[[202108062046]]']",Wed Dec 27 19:58:06 2023,284
Find Python Executable Path,['202201292056'],"['#coding', '#python']","['[[202201292056]]', '[[202207301530]]']",Sun Mar 05 08:25:34 2023,100
A-Not enough nothing,['201906070711'],['#article'],"['[[201906070711]]', '[[202011281647]]', '[[202007091433]]', '[[202105090550]]', '[[202212131452]]']",Mon Jun 03 17:10:26 2024,141
Magical display of mind,['201902171938'],['#dzogchen'],"['[[201902171938]]', '[[201901301240]]', '[[202010270808]]']",Fri Feb 03 09:09:30 2023,115
Discovering aphantasia,['202310062017'],"['#medical', '#mind-science', '#Austin_Kleon', '#definition', '#definition']","['[[202310062017]]', '[[202310100756]]', '[[202310102055]]']",Mon Jan 22 06:07:30 2024,282
A-Food Mysteries,['202301312105'],"['#article', '#ENGL501', '#food', '#beautiful-language']","['[[202301312105]]', '[[202105250949]]', '[[202406031133]]', '[[202301081245]]']",Mon Jun 17 05:08:51 2024,980
Social Engagement,['202003311652'],['#sauntering-essay'],"['[[202003312041]]', '[[202003311814]]', '[[202004030813]]', '[[202004010848]]', '[[202004030846]]', '[[202004071445]]', '[[202004021530]]', '[[202003312011]]', '[[202003291526]]', '[[201911261440]]', '[[201911232037]]', '[[201911220842]]', '[[202003311652]]', '[[202001161029]]']",Fri Feb 03 09:09:30 2023,168
Norman McLean,['202002141313'],[],"['[[202002141244]]', '[[202002141313]]']",Fri Feb 03 09:09:30 2023,180
"What Fathers Say, What Daughters Hear",['202105172040'],"['#flash', '#writing', '#humor', '#writing-spark']","['[[202105172040]]', '[[202105131635]]']",Fri Feb 03 09:09:30 2023,87
Essential simplicity,['201912181135'],['#haiku'],"['[[202008101518]]', '[[201902250830]]', '[[201912181135]]']",Wed Dec 27 20:17:21 2023,84
Python List Methods,['202302011933'],"['#coding', '#python']","['[[202302011933]]', '[[202302020533]]', '[[202208021228]]', '[[202302011959]]', '[[202302011947]]']",Fri Feb 03 09:09:30 2023,486
"C-February 13, 2020",['202002132037'],"['#ENGL393', '#writing', '#classnotes']","['[[202012122047]]', '[[202204060753]]', '[[202012281423]]', '[[202002132037]]']",Wed Dec 27 19:58:06 2023,223
Describing Nouns Conveys Plot,['202406130922'],"['#thinking-tool', '#writing-tip', '#editing-tool', '#writing']","['[[202406130922]]', '[[202406130531]]', '[[202109062015]]', '[[202403201942]]', '[[202304292017]]']",Sat Jun 22 05:09:46 2024,207
A Glass Of Port,['202002071102'],[],"['[[202210121708]]', '[[202103141638]]', '[[202002071102]]']",Wed Dec 27 20:17:21 2023,105
B-Small Fires,['202404282032'],"['#book', '#food', '#writing']","['[[202404282032]]', '[[202304121922]]']",Tue Jun 18 19:58:22 2024,184
Appearances are ultimately empty,['202010270808'],['#dzogchen'],"['[[202010270808]]', '[[202011250902]]', '[[201903190550]]', '[[201902171938]]', '[[202011101421]]', '[[202011071727]]', '[[202010261930]]', '[[201901301240]]']",Fri Feb 03 09:09:29 2023,185
Working on important problems,['202107110609'],['#note-taking'],"['[[202107110609]]', '[[202106271402]]', '[[202103111235]]']",Fri Feb 03 09:09:30 2023,163
Definition of Structure Notes,['202004202103'],"['#video', '#zettelkasting']","['[[202205301757]]', '[[202206012116]]', '[[202205301757]]', '[[202008250546]]', '[[202004202103]]', '[[202005020523]]']",Fri Feb 03 09:09:29 2023,205
Precompile Regex,['202302280836'],"['#python', '#regex']","['[[202302280836]]', '[[202110091918]]', '[[202108181100]]']",Wed Mar 01 09:23:42 2023,137
Are Best Sellers Better,['202006082020'],[],"['[[202006082020]]', '[[202006052000]]']",Wed Dec 27 20:17:21 2023,131
BO-Don’t make gods into demons,['201904050528'],"['#slogans,', '#dzogchen']","['[[201904010459]]', '[[201903290503]]', '[[201904040538]]', '[[201904240458]]', '[[202101221227]]', '[[201904050528]]']",Fri Feb 03 09:09:29 2023,280
Ode To Walking-sauntering,['202005111721'],"['#sauntering-essay', '#ENGL393', '#writing', '#sauntering']","['[[202104230922]]', '[[201902250908]]', '[[202005111721]]']",Wed Dec 27 20:17:21 2023,118
Thoreau's Guide to inner travel,['202305141304'],"['#ENGL463', '#travel', '#slow-time']","['[[202305141304]]', '[[202211171957]]', '[[202208201359]]', '[[202111101345]]', '[[202208181930]]', '[[202208181929]]', '[[202208181933]]', '[[202208181742]]']",Wed Dec 27 20:17:21 2023,365
Begin Sleep Intentions on Waking,['202401070548'],[],"['[[202401070548]]', '[[202310132013]]', '[[202311091008]]']",Thu Jan 18 20:28:38 2024,197
Three Writing POVs,['202009061802'],['#writing'],"['[[202009061802]]', '[[202008302007]]', '[[201911251103]]', '[[202009140752]]', '[[202009191555]]', '[[202301011543]]', '[[202008302021]]', '[[202008302007]]', '[[202009071933]]']",Wed Dec 27 20:17:21 2023,357
"When Paying Attention, How Can Distraction Exist?",['202104180548'],"['#dzogchen', '#mindfulness', '#distraction', '#attention']","['[[202104180548]]', '[[202104230808]]', '[[202107251102]]']",Thu Dec 07 20:46:08 2023,141
Multiple if-else conditions,['202203031323'],"['#coding', '#python']","['[[202203031323]]', '[[202201301159]]']",Fri Feb 03 09:09:30 2023,69
Note Taking Battles Dreaminess,['202106291412'],['#note-taking'],"['[[202106291412]]', '[[202106281518]]', '[[202006071524]]']",Fri Feb 03 09:09:30 2023,83
Principles of patience,['202206210733'],"['#superpower', '#counter-intuitive']","['[[202206210733]]', '[[202401181605]]', '[[201901031154]]', '[[202206261605]]', '[[202011071727]]', '[[202112270819]]', '[[202207120959]]', '[[202112102052]]', '[[202111080658]]', '[[202111031057]]', '[[201902141904]]', '[[202206132144]]', '[[202206210731]]']",Thu Jan 18 17:15:09 2024,332
Decimal Padding,['202207301519'],"['#code-snippet', '#python']","['[[202207301519]]', '[[202110102142]]']",Wed Dec 27 20:29:25 2023,56
Non-Exercise Activity Thermogenesis (NEAT),['202308201959'],"['#medical', '#diet', '#science']","['[[202308201959]]', '[[202203061147]]', '[[202304231919]]', '[[202207130905]]']",Mon Aug 21 07:23:21 2023,282
Five Principles Of Concision,['202101021802'],"['#writing', '#flash']","['[[202101021802]]', '[[202305161728]]', '[[202009050716]]']",Wed Dec 27 20:56:54 2023,133
Saying Thank You is Enough,['202007271019'],['#quote'],"['[[202007271019]]', '[[201902200829]]', '[[202012262047]]']",Wed Dec 27 20:17:21 2023,73
Narrative Theory,['202406031954'],['#proofing'],['[[202406031954]]'],Mon Jun 03 20:00:25 2024,444
Epistemic Legibility,['202202130729'],"['#writing', '#mind-science']","['[[202202130729]]', '[[201912201507]]']",Fri Feb 03 09:09:29 2023,61
Workshop For Sentences,['202012182043'],"['#writing', '#beautiful-language']","['[[202012182043]]', '[[202012132034]]', '[[202012261545]]']",Wed Dec 27 20:17:21 2023,113
What Is The Relationship Between Gut Biome And Health,['202105250657'],['#medical'],"['[[202105250657]]', '[[202107030931]]']",Tue Apr 18 09:46:07 2023,94
Epidemic Of Depression,['202009220804'],[],"['[[202009220804]]', '[[201909030542]]']",Wed Dec 27 20:17:21 2023,120
Regression to the mean,['201901021657'],['#mental-models'],"['[[201901021657]]', '[[201812271440]]']",Fri Feb 03 09:09:30 2023,38
Write a Reverse Outline,['202301171809'],"['#writing-tip', '#outline', '#definition', '#zettelkasting']","['[[202301171809]]', '[[202109281732]]', '[[202212240553]]', '[[202008111637]]', '[[202308211953]]']",Sun Oct 29 09:25:36 2023,456
B-The Art of Doing Science and Engineering,['201903112051'],['#book'],"['[[201903112026]]', '[[201903120632]]', '[[201903120724]]', '[[202107070941]]', '[[201903112051]]']",Fri Feb 03 09:09:29 2023,74
Reducing perceived actions,['201903041557'],['#thinking-skills'],"['[[201903041559]]', '[[201903041557]]', '[[201903011645]]']",Fri Feb 03 09:09:30 2023,49
Formatting Guide,['201905190745'],"['#tech-help', '#article', '#test', '#Comment_5350']","['[[201905190745]]', '[[202109170820]]', '[[202008240533]]', '[[201803000000]]', '[[201803000000]]', '[[202005031547]]', '[[201803000000]]', '[[201803000000]]', '[[202005030842]]', '[[202005030824]]', '[[202005030812]]', '[[202005030743]]', '[[202005030511]]', '[[202005021405]]', '[[202005020537]]', '[[202005020523]]', '[[202005010638]]', '[[202101091515]]', '[[202004291045]]', '[[202008301740]]', '[[202011271504]]']",Fri Feb 24 08:47:13 2023,927
Cheatsheets,['202208042037'],"['#python', '#code-snippet', '#The-Zen-of-Python']","['[[202208042037]]', '[[202110091918]]']",Sat Feb 04 07:53:54 2023,61
Personality Factor in Learning Styles,['202205141503'],['#learning-strategies'],"['[[202205141503]]', '[[202009021739]]', '[[202203181644]]', '[[202012230627]]', '[[202112071702]]', '[[202111242002]]', '[[202204272037]]', '[[202103081641]]', '[[202112071702]]', '[[202205101937]]', '[[201901211034]]', '[[202204251523]]', '[[202203100828]]', '[[202112181559]]']",Wed Dec 27 20:17:21 2023,340
Tonglen Instructions,['201901200704'],[],"['[[201901200704]]', '[[201902280602]]', '[[201903090508]]', '[[201903060456]]', '[[201903070509]]']",Fri Feb 03 09:09:30 2023,130
The Dance of Thought and Ink,['202309290830'],"['#blog', '#note-taking', '#blog-post']",['[[202309290830]]'],Wed Dec 27 19:58:06 2023,352
"T-November 30, 2020",['202011300734'],['#mule'],"['[[202011300734]]', '[[202103221658]]']",Thu May 04 08:20:21 2023,175
Ecodharma - Meditating In Nature,['202007201819'],[],"['[[202007201819]]', '[[202007050647]]', '[[202009061700]]']",Wed Dec 27 20:17:21 2023,218
The Four Parts To A Story,['202101012103'],['#writing'],"['[[202101012103]]', '[[202008090714]]', '[[202012201644]]']",Wed Dec 27 20:56:54 2023,111
Chance encounter,['201902240702'],['#conversation-skills'],"['[[201903150533]]', '[[201902240702]]']",Sun Mar 12 08:22:26 2023,107
Slicing Lists and Strings,['202110091736'],"['#python', '#sprint', '#string', '#list']","['[[202110091736]]', '[[202201301201]]', '[[202302011959]]']",Fri Feb 03 09:09:30 2023,112
Interbeing - Reverence For Life,['202007261530'],[],"['[[202007261530]]', '[[202007261621]]', '[[202007050647]]', '[[202005111752]]', '[[202007261507]]', '[[202007202019]]']",Wed Dec 27 20:17:21 2023,132
John McPhee's dictionary tip,['202406040625'],"['#writing-tip', '#writing-tip', '#editing-tool', '#4](https://jsomers.net/mcphee-draft-no-4.pdf).”', '#4', '#Comment_17322)']","['[[202406040625]]', '[[202302051439]]', '[[202406050832]]']",Wed Jun 05 20:51:13 2024,393
List Of Places Where The Extraordinary Happens,['202006110810'],['#quote'],"['[[202006110810]]', '[[201911190603]]', '[[202006090827]]', '[[202006110756]]', '[[201902141904]]']",Fri Feb 03 09:09:30 2023,197
B-Outlive,['202310132013'],"['#science', '#medical', '#book', '#definition', '#definition', '#exercise', '#exercise', '#exercise', '#exercise', '#definition', '#Japanese', '#exercise', '#epigraph']","['[[202310132013]]', '[[202311101857]]', '[[202311041935]]', '[[202312100735]]', '[[202311180755]]', '[[202311041647]]', '[[202311022023]]', '[[202311041647]]', '[[202311041658]]', '[[202312061419]]', '[[202310112051]]', '[[202401070548]]', '[[202311291715]]', '[[202311250719]]']",Thu Jan 18 20:26:30 2024,3770
Foreshadowing,['202001230738'],"['#writing', '#skill']","['[[202001230738]]', '[[202205291738]]', '[[202001221635]]']",Fri Feb 03 09:09:29 2023,73
Dominance,['201812022012'],"['#zivon', '#p']","['[[201812022012]]', '[[201811151036]]']",Fri Feb 03 09:09:29 2023,54
Losing Keys Lyrics,['202004191026'],"['#paraphrase', '#blog-post', '#quote', '#sauntering-essay', '#beautiful-language']","['[[202004191026]]', '[[202006100932]]']",Fri Feb 03 09:09:30 2023,367
The nut graf is the gist of the story,['202204121157'],"['#JAMM328', '#literary-device']","['[[202204121157]]', '[[202204111806]]', '[[202012281438]]']",Fri Feb 03 09:09:30 2023,172
Naturalness,['201902240737'],"['#dzogchen', '#craftsmanship']","['[[202011030937]]', '[[202012301716]]', '[[202103141429]]', '[[202107232033]]', '[[202010300859]]', '[[201902240737]]', '[[201901301240]]', '[[202010270725]]']",Fri Feb 03 09:09:30 2023,275
Global and Local variables,['202203060903'],['#python'],"['[[202203060903]]', '[[202207301530]]']",Fri Feb 03 09:09:29 2023,64
Processing Of Thoughts While Speaking and Writing,['202007121919'],"['#note-taking', '#blogging', '#blog-post', '#attention']","['[[202007121919]]', '[[202007050819]]', '[[202007050813]]', '[[202305240925]]', '[[202208051616]]', '[[202107061120]]', '[[202306210633]]', '[[202211290604]]', '[[201905061157]]', '[[202306210557]]', '[[201908050534]]', '[[202005060856]]', '[[201911220741]]', '[[201811111614]]', '[[202008171545]]', '[[202011071426]]', '[[201905151120]]']",Wed Jun 21 06:33:18 2023,399
Flash Nonfiction,['202006270631'],"['#writing.', '#31by31']","['[[202006270631]]', '[[202002121322]]', '[[202006270641]]', '[[202012151752]]', '[[202005021405]]', '[[201911271321]]', '[[201911220842]]']",Fri Feb 03 09:09:29 2023,75
Planck's Principle,['202109220748'],"['#science', '#mental-models']","['[[202109220748]]', '[[202109220828]]', '[[202006270812]]', '[[202303011657]]']",Fri Mar 10 09:02:10 2023,103
Which Persona Do We Choose?,['202008292028'],"['#zen', '#beautiful-language']","['[[202008292028]]', '[[202007020825]]', '[[201904222011]]', '[[202008040736]]', '[[202009061706]]', '[[202010270743]]']",Wed Dec 27 20:17:21 2023,98
Aspen Pando,['202207180726'],['#environmental'],"['[[202207180726]]', '[[202005021405]]', '[[202207112037]]', '[[202208082101]]']",Wed Dec 27 19:58:06 2023,187
S-GPT Prompt Engineering,['202306130828'],"['#sub-hub', '#AI', '#definition', '#ChatGPT-Tool']","['[[202306130828]]', '[[202401062007]]', '[[202312310713]]', '[[202312291758]]', '[[202312060724]]', '[[202311282055]]', '[[202310291126]]', '[[202310242018]]', '[[202310280632]]', '[[202310221853]]', '[[202310152145]]', '[[202212240553]]', '[[202308070905]]', '[[202306092000]]', '[[202306041229]]', '[[202305240810]]', '[[202212240553]]', '[[202212160955]]', '[[202301200528]]', '[[202302231448]]', '[[202305080756]]', '[[202308101754]]', '[[202310030745]]', '[[202212101437]]']",Sun Jan 07 06:31:37 2024,504
The Beginning Of Wisdom,['202201071651'],"['#stoicism', '#death', '#finitude']","['[[202201071651]]', '[[202112041725]]', '[[202302221525]]', '[[201903110656]]', '[[201903100511]]', '[[201901021303]]', '[[202007202008]]']",Wed Feb 22 16:24:12 2023,300
Deep Think Retreat,['202310081359'],"['#mule', '#blog-post']","['[[202310081359]]', '[[202310081156]]', '[[202310081523]]']",Wed Dec 27 19:58:06 2023,599
Chose a Different Mindset,['201904201424'],['#zen'],"['[[201904201424]]', '[[201904041103]]', '[[201904040538]]', '[[201903010555]]', '[[201901230603]]', '[[201904241401]]', '[[201905310716]]', '[[201905310722]]', '[[201904041058]]']",Thu Jan 11 08:33:57 2024,169
The Singular First Person,['202001211641'],"['#metaphor', '#ENGL393,', '#writing', '#literature']","['[[202103251530]]', '[[202001102032]]', '[[201905211029]]', '[[201907110621]]', '[[201910211628]]', '[[201901151800]]', '[[201911201047]]', '[[201901211410]]', '[[201906251617]]', '[[201907120702]]', '[[202106180554]]', '[[202001211808]]', '[[202001212048]]', '[[202001212055]]', '[[202001212107]]', '[[202001212111]]', '[[202001212132]]', '[[202001221133]]', '[[202001221148]]', '[[202001221156]]', '[[202001221202]]', '[[202001221210]]', '[[202001211641]]', '[[201907120702]]']",Wed Dec 27 20:17:21 2023,399
"C-ENGL473 January 14, 2021",['202101130900'],"['#ENGL473', '#classnotes', '#humor', '#literary-criticism', '#beautiful-language']","['[[202101130900]]', '[[202102041655]]', '[[202105131658]]', '[[202101081953]]', '[[202101160626]]']",Wed Dec 27 20:56:54 2023,568
Perfect Numbers,['202402290630'],"['#math', '#conversation-skills']",['[[202402290630]]'],Mon Mar 04 20:38:42 2024,653
Steeped in a theme,['201901211213'],['#zettelkasting'],"['[[201901211213]]', '[[201901151724]]', '[[201901151737]]', '[[201812271440]]', '[[202001021612]]']",Fri Feb 03 09:09:30 2023,119
"C-February 20, 2020",['202002201638'],['#ENGL393'],"['[[202002201638]]', '[[202001212042]]', '[[202009050716]]']",Fri Feb 03 09:09:29 2023,137
Be a Failure at Productivity Geekdoom,['202206141154'],"['#how-to-live', '#present-moment']","['[[202206141154]]', '[[202106131829]]', '[[202206100711]]', '[[202206211757]]', '[[202007202002]]']",Wed Dec 27 20:17:21 2023,228
Belief Bias,['202003040651'],"['#mind-science', '#mental-models', '#biases']","['[[202003040651]]', '[[202003040722]]']",Thu Mar 14 14:39:30 2024,31
List Directory Contents,['202207301528'],"['#python', '#code-snippet']","['[[202207301528]]', '[[202207301501]]']",Fri Feb 03 09:09:30 2023,41
The Veil Of Ignorance,['202109220728'],['#mental-models'],"['[[202109220728]]', '[[202109220828]]', '[[202109220758]]']",Fri Feb 03 09:09:30 2023,97
Task Serialization,['202112102052'],"['#reading-strategies', '#zettelkasting', '#note-taking', '#pedagogy']","['[[202112102052]]', '[[202206210733]]', '[[202111080658]]', '[[202012051631]]', '[[202103081641]]', '[[201902010835]]', '[[201901281919]]', '[[202305270919]]', '[[202111181953]]', '[[201903011645]]', '[[202309141010]]', '[[202112311547]]']",Wed Dec 27 19:58:06 2023,663
